,regist_date,fuel_type,region,region_regist,whole_region_car_regist
0,2020.11,휘발유,서울,1633187.0,11377943.0
1,2020.11,경유,서울,1111941.0,11377943.0
2,2020.11,엘피지,서울,260065.0,11377943.0
3,2020.11,등유,서울,0.0,11377943.0
4,2020.11,전기,서울,23052.0,11377943.0
5,2020.11,알코올,서울,0.0,11377943.0
6,2020.11,태양열,서울,0.0,11377943.0
7,2020.11,CNG,서울,9240.0,11377943.0
8,2020.11,LNG,서울,0.0,11377943.0
9,2020.11,하이브리드(휘발유+전기),서울,109324.0,11377943.0
10,2020.11,하이브리드(경유+전기),서울,788.0,11377943.0
11,2020.11,하이브리드(LPG+전기),서울,1815.0,11377943.0
12,2020.11,하이브리드(CNG+전기),서울,51.0,11377943.0
13,2020.11,하이브리드(LNG+전기),서울,0.0,11377943.0
14,2020.11,수소,서울,1545.0,11377943.0
15,2020.11,기타연료,서울,6270.0,11377943.0
16,2020.11,총계,서울,3157278.0,11377943.0
17,2020.11,휘발유,부산,683673.0,11377943.0
18,2020.11,경유,부산,563259.0,11377943.0
19,2020.11,엘피지,부산,118010.0,11377943.0
20,2020.11,등유,부산,0.0,11377943.0
21,2020.11,전기,부산,5210.0,11377943.0
22,2020.11,알코올,부산,1.0,11377943.0
23,2020.11,태양열,부산,0.0,11377943.0
24,2020.11,CNG,부산,2886.0,11377943.0
25,2020.11,LNG,부산,2.0,11377943.0
26,2020.11,하이브리드(휘발유+전기),부산,35717.0,11377943.0
27,2020.11,하이브리드(경유+전기),부산,816.0,11377943.0
28,2020.11,하이브리드(LPG+전기),부산,801.0,11377943.0
29,2020.11,하이브리드(CNG+전기),부산,2.0,11377943.0
30,2020.11,하이브리드(LNG+전기),부산,0.0,11377943.0
31,2020.11,수소,부산,896.0,11377943.0
32,2020.11,기타연료,부산,15399.0,11377943.0
33,2020.11,총계,부산,1426672.0,11377943.0
34,2020.11,휘발유,대구,581123.0,11377943.0
35,2020.11,경유,대구,471460.0,11377943.0
36,2020.11,엘피지,대구,112363.0,11377943.0
37,2020.11,등유,대구,0.0,11377943.0
38,2020.11,전기,대구,12570.0,11377943.0
39,2020.11,알코올,대구,0.0,11377943.0
40,2020.11,태양열,대구,0.0,11377943.0
41,2020.11,CNG,대구,2532.0,11377943.0
42,2020.11,LNG,대구,0.0,11377943.0
43,2020.11,하이브리드(휘발유+전기),대구,32161.0,11377943.0
