brand,sale_month,model_name,fuel_name,sale_count
현대,2023.03,아반떼 N,가솔린,83
현대,2023.03,코나,가솔린,2
현대,2023.03,코나,하이브리드,52
현대,2023.03,카운티 일렉트릭,전기,11
현대,2023.04,디 올 뉴 그랜저,가솔린,"4,161"
현대,2023.04,디 올 뉴 그랜저,LPG,657
현대,2023.04,디 올 뉴 그랜저,하이브리드,"5,179"
현대,2023.04,포터2,디젤,"6,183"
현대,2023.04,더 뉴 아반떼,가솔린,"4,960"
현대,2023.04,더 뉴 아반떼,LPG,163
현대,2023.04,더 뉴 아반떼,하이브리드,120
현대,2023.04,투싼,가솔린,"1,777"
현대,2023.04,투싼,디젤,632
현대,2023.04,투싼,하이브리드,"1,703"
현대,2023.04,팰리세이드,가솔린,"3,130"
현대,2023.04,팰리세이드,디젤,966
현대,2023.04,디 올 뉴 코나,가솔린,"2,370"
현대,2023.04,디 올 뉴 코나,하이브리드,"1,653"
현대,2023.04,캐스퍼,가솔린,"3,420"
현대,2023.04,스타리아,디젤,"2,581"
현대,2023.04,스타리아,LPG,826
현대,2023.04,포터2 일렉트릭,전기,"2,885"
현대,2023.04,싼타페,가솔린,787
현대,2023.04,싼타페,디젤,349
현대,2023.04,싼타페,하이브리드,"1,638"
현대,2023.04,아이오닉 5,전기,"2,123"
현대,2023.04,쏘나타 뉴 라이즈,LPG,"1,603"
현대,2023.04,아이오닉 6,전기,"1,316"
현대,2023.04,버스/트럭 (현대),,
현대,2023.04,쏘나타,가솔린,389
현대,2023.04,쏘나타,LPG,33
현대,2023.04,쏘나타,하이브리드,207
현대,2023.04,마이티,,
현대,2023.04,베뉴,가솔린,449
현대,2023.04,넥쏘,전기,327
현대,2023.04,카운티,디젤,150
현대,2023.04,쏠라티,디젤,79
현대,2023.04,아반떼 N,가솔린,35
현대,2023.04,코나,가솔린,1
현대,2023.04,코나,하이브리드,24
현대,2023.04,카운티 일렉트릭,전기,8
현대,2023.05,디 올 뉴 그랜저,가솔린,"4,110"
현대,2023.05,디 올 뉴 그랜저,LPG,574
현대,2023.05,디 올 뉴 그랜저,하이브리드,"6,897"
현대,2023.05,더 뉴 아반떼,가솔린,"4,957"
현대,2023.05,더 뉴 아반떼,LPG,234
현대,2023.05,더 뉴 아반떼,하이브리드,"1,365"
현대,2023.05,포터2,디젤,"5,576"
현대,2023.05,투싼,가솔린,"2,002"
현대,2023.05,투싼,디젤,542
현대,2023.05,투싼,하이브리드,"1,697"
현대,2023.05,캐스퍼,가솔린,"4,064"
현대,2023.05,스타리아,디젤,"2,627"
현대,2023.05,스타리아,LPG,940
현대,2023.05,팰리세이드,가솔린,"2,341"
현대,2023.05,팰리세이드,디젤,"1,212"
현대,2023.05,싼타페,가솔린,883
현대,2023.05,싼타페,디젤,427
현대,2023.05,싼타페,하이브리드,"1,247"
현대,2023.05,포터2 일렉트릭,전기,"2,485"
현대,2023.05,디 올 뉴 코나,가솔린,"1,474"
현대,2023.05,디 올 뉴 코나,하이브리드,974
현대,2023.05,아이오닉 5,전기,"2,396"
현대,2023.05,쏘나타 디 엣지,가솔린,"1,365"
현대,2023.05,쏘나타 디 엣지,LPG,67
현대,2023.05,쏘나타 디 엣지,하이브리드,297
현대,2023.05,버스/트럭 (현대),,
현대,2023.05,아이오닉 6,전기,"1,117"
현대,2023.05,쏘나타 뉴 라이즈,LPG,901
현대,2023.05,마이티,,
현대,2023.05,베뉴,가솔린,511
현대,2023.05,넥쏘,전기,410
현대,2023.05,카운티,디젤,156
현대,2023.05,쏠라티,디젤,71
현대,2023.05,디 올 뉴 코나 일렉트릭,전기,64
현대,2023.05,아반떼 N,가솔린,43
현대,2023.05,코나,하이브리드,10
현대,2023.05,카운티 일렉트릭,전기,6
현대,2023.06,디 올 뉴 그랜저,가솔린,"3,150"
현대,2023.06,디 올 뉴 그랜저,LPG,862
현대,2023.06,디 올 뉴 그랜저,하이브리드,"7,516"
현대,2023.06,포터2,디젤,"5,745"
현대,2023.06,더 뉴 아반떼,가솔린,"4,314"
현대,2023.06,더 뉴 아반떼,LPG,242
현대,2023.06,더 뉴 아반떼,하이브리드,742
현대,2023.06,투싼,가솔린,"2,314"
현대,2023.06,투싼,디젤,441
현대,2023.06,투싼,하이브리드,"1,686"
현대,2023.06,캐스퍼,가솔린,"3,900"
현대,2023.06,스타리아,디젤,"2,587"
현대,2023.06,스타리아,LPG,914
현대,2023.06,싼타페,가솔린,"1,000"
현대,2023.06,싼타페,디젤,323
현대,2023.06,싼타페,하이브리드,"2,030"
현대,2023.06,팰리세이드,가솔린,"1,818"
현대,2023.06,팰리세이드,디젤,"1,346"
현대,2023.06,쏘나타 디 엣지,가솔린,"1,677"
현대,2023.06,쏘나타 디 엣지,LPG,581
현대,2023.06,쏘나타 디 엣지,하이브리드,693
현대,2023.06,포터2 일렉트릭,전기,"2,505"
현대,2023.06,디 올 뉴 코나,가솔린,"1,529"
현대,2023.06,디 올 뉴 코나,하이브리드,941
현대,2023.06,버스/트럭 (현대),,
현대,2023.06,아이오닉 5,전기,"1,297"
현대,2023.06,쏘나타 뉴 라이즈,LPG,"1,162"
현대,2023.06,베뉴,가솔린,952
현대,2023.06,마이티,,
현대,2023.06,디 올 뉴 코나 일렉트릭,전기,664
현대,2023.06,아이오닉 6,전기,491
현대,2023.06,넥쏘,전기,305
현대,2023.06,카운티,디젤,190
현대,2023.06,쏠라티,디젤,98
현대,2023.06,코나,하이브리드,28
현대,2023.06,아반떼 N,가솔린,20
현대,2023.06,카운티 일렉트릭,전기,7
현대,2023.07,디 올 뉴 그랜저,가솔린,"2,565"
현대,2023.07,디 올 뉴 그랜저,LPG,844
현대,2023.07,디 올 뉴 그랜저,하이브리드,"5,122"
현대,2023.07,포터2,디젤,"5,410"
현대,2023.07,더 뉴 아반떼,가솔린,"3,351"
현대,2023.07,더 뉴 아반떼,LPG,183
현대,2023.07,더 뉴 아반떼,하이브리드,466
현대,2023.07,캐스퍼,가솔린,"3,706"
현대,2023.07,팰리세이드,가솔린,"1,815"
현대,2023.07,팰리세이드,디젤,"1,449"
현대,2023.07,포터2 일렉트릭,전기,"3,260"
현대,2023.07,스타리아,디젤,"2,363"
현대,2023.07,스타리아,LPG,879
현대,2023.07,투싼,가솔린,"1,263"
현대,2023.07,투싼,디젤,283
현대,2023.07,투싼,하이브리드,"1,644"
현대,2023.07,디 올 뉴 코나,가솔린,"1,564"
현대,2023.07,디 올 뉴 코나,하이브리드,836
현대,2023.07,쏘나타 디 엣지,가솔린,"1,135"
현대,2023.07,쏘나타 디 엣지,LPG,453
현대,2023.07,쏘나타 디 엣지,하이브리드,554
현대,2023.07,싼타페,가솔린,697
현대,2023.07,싼타페,디젤,266
현대,2023.07,싼타페,하이브리드,"1,112"
현대,2023.07,아이오닉 5,전기,"1,350"
현대,2023.07,버스/트럭 (현대),,
현대,2023.07,쏘나타 뉴 라이즈,LPG,673
현대,2023.07,마이티,,
현대,2023.07,베뉴,가솔린,546
현대,2023.07,아이오닉 6,전기,488
현대,2023.07,넥쏘,전기,371
현대,2023.07,디 올 뉴 코나 일렉트릭,전기,238
현대,2023.07,카운티,디젤,145
현대,2023.07,쏠라티,디젤,114
현대,2023.07,카운티 일렉트릭,전기,9
현대,2023.07,코나,하이브리드,6
현대,2023.07,더 뉴 아반떼 N,가솔린,2
현대,2023.08,디 올 뉴 그랜저,가솔린,"2,794"
현대,2023.08,디 올 뉴 그랜저,LPG,698
현대,2023.08,디 올 뉴 그랜저,하이브리드,"5,328"
현대,2023.08,포터2,디젤,"4,616"
현대,2023.08,더 뉴 아반떼,가솔린,"3,974"
현대,2023.08,더 뉴 아반떼,LPG,219
현대,2023.08,더 뉴 아반떼,하이브리드,402
현대,2023.08,캐스퍼,가솔린,"3,804"
현대,2023.08,팰리세이드,가솔린,"2,301"
현대,2023.08,팰리세이드,디젤,"1,451"
현대,2023.08,투싼,가솔린,"1,334"
현대,2023.08,투싼,디젤,325
현대,2023.08,투싼,하이브리드,"1,317"
현대,2023.08,스타리아,디젤,"1,901"
현대,2023.08,스타리아,LPG,"1,039"
현대,2023.08,쏘나타 디 엣지,가솔린,"1,424"
현대,2023.08,쏘나타 디 엣지,LPG,432
현대,2023.08,쏘나타 디 엣지,하이브리드,744
현대,2023.08,디 올 뉴 코나,가솔린,"1,187"
현대,2023.08,디 올 뉴 코나,하이브리드,"1,153"
현대,2023.08,싼타페,가솔린,691
현대,2023.08,싼타페,디젤,277
현대,2023.08,싼타페,하이브리드,"1,257"
현대,2023.08,포터2 일렉트릭,전기,"1,371"
현대,2023.08,버스/트럭 (현대),,
현대,2023.08,아이오닉 5,전기,"1,061"
현대,2023.08,베뉴,가솔린,904
현대,2023.08,마이티,,
현대,2023.08,디 올 뉴 싼타페,가솔린,550
현대,2023.08,쏘나타 뉴 라이즈,LPG,401
현대,2023.08,아이오닉 6,전기,400
현대,2023.08,디 올 뉴 코나 일렉트릭,전기,355
현대,2023.08,넥쏘,전기,293
현대,2023.08,더 뉴 아반떼 N,가솔린,163
현대,2023.08,카운티,디젤,144
현대,2023.08,쏠라티,디젤,118
현대,2023.08,카운티 일렉트릭,전기,17
현대,2023.09,디 올 뉴 그랜저,가솔린,"2,682"
현대,2023.09,디 올 뉴 그랜저,LPG,827
현대,2023.09,디 올 뉴 그랜저,하이브리드,"4,650"
현대,2023.09,포터2,디젤,"4,441"
현대,2023.09,디 올 뉴 싼타페,가솔린,"4,329"
현대,2023.09,더 뉴 아반떼,가솔린,"3,597"
현대,2023.09,더 뉴 아반떼,LPG,142
현대,2023.09,더 뉴 아반떼,하이브리드,407
현대,2023.09,캐스퍼,가솔린,"3,705"
현대,2023.09,투싼,가솔린,"1,614"
현대,2023.09,투싼,디젤,171
현대,2023.09,투싼,하이브리드,"1,341"
현대,2023.09,팰리세이드,가솔린,"1,588"
현대,2023.09,팰리세이드,디젤,"1,347"
현대,2023.09,스타리아,디젤,"1,404"
현대,2023.09,스타리아,LPG,"1,229"
현대,2023.09,쏘나타 디 엣지,가솔린,"1,458"
현대,2023.09,쏘나타 디 엣지,LPG,411
현대,2023.09,쏘나타 디 엣지,하이브리드,671
현대,2023.09,디 올 뉴 코나,가솔린,"1,237"
현대,2023.09,디 올 뉴 코나,하이브리드,"1,056"
현대,2023.09,포터2 일렉트릭,전기,"1,340"
현대,2023.09,버스/트럭 (현대),,
현대,2023.09,싼타페,가솔린,212
현대,2023.09,싼타페,디젤,51
현대,2023.09,싼타페,하이브리드,547
현대,2023.09,베뉴,가솔린,771
현대,2023.09,마이티,,
현대,2023.09,아이오닉 5,전기,612
현대,2023.09,쏘나타 뉴 라이즈,LPG,407
현대,2023.09,아이오닉 6,전기,344
현대,2023.09,넥쏘,전기,237
현대,2023.09,더 뉴 아반떼 N,가솔린,221
현대,2023.09,디 올 뉴 코나 일렉트릭,전기,208
현대,2023.09,카운티,디젤,158
현대,2023.09,쏠라티,디젤,102
현대,2023.09,아이오닉 5 N,전기,93
현대,2023.09,카운티 일렉트릭,전기,7
현대,2023.10,디 올 뉴 그랜저,가솔린,"3,078"
현대,2023.10,디 올 뉴 그랜저,LPG,835
현대,2023.10,디 올 뉴 그랜저,하이브리드,"4,279"
현대,2023.10,디 올 뉴 싼타페,가솔린,"3,277"
현대,2023.10,디 올 뉴 싼타페,하이브리드,"4,669"
현대,2023.10,포터2,디젤,"6,171"
현대,2023.10,더 뉴 아반떼,가솔린,"4,138"
현대,2023.10,더 뉴 아반떼,LPG,108
현대,2023.10,더 뉴 아반떼,하이브리드,640
현대,2023.10,쏘나타 디 엣지,가솔린,"2,922"
현대,2023.10,쏘나타 디 엣지,LPG,615
현대,2023.10,쏘나타 디 엣지,하이브리드,"1,009"
현대,2023.10,캐스퍼,가솔린,"3,648"
현대,2023.10,투싼,가솔린,"1,562"
현대,2023.10,투싼,디젤,360
현대,2023.10,투싼,하이브리드,"1,510"
현대,2023.10,스타리아,디젤,"2,075"
현대,2023.10,스타리아,LPG,"1,190"
현대,2023.10,팰리세이드,가솔린,"1,522"
현대,2023.10,팰리세이드,디젤,"1,303"
현대,2023.10,디 올 뉴 코나,가솔린,"1,326"
현대,2023.10,디 올 뉴 코나,하이브리드,"1,271"
현대,2023.10,포터2 일렉트릭,전기,"2,407"
현대,2023.10,버스/트럭 (현대),,
현대,2023.10,아이오닉 5,전기,"1,376"
현대,2023.10,베뉴,가솔린,"1,182"
현대,2023.10,마이티,,
현대,2023.10,아이오닉 6,전기,472
현대,2023.10,싼타페,가솔린,135
현대,2023.10,싼타페,디젤,26
현대,2023.10,싼타페,하이브리드,224
현대,2023.10,디 올 뉴 코나 일렉트릭,전기,337
현대,2023.10,쏘나타 뉴 라이즈,LPG,303
현대,2023.10,넥쏘,전기,189
현대,2023.10,카운티,디젤,163
현대,2023.10,더 뉴 아반떼 N,가솔린,131
현대,2023.10,아이오닉 5 N,전기,95
현대,2023.10,쏠라티,디젤,84
현대,2023.10,카운티 일렉트릭,전기,16
현대,2023.11,디 올 뉴 싼타페,가솔린,"1,708"
현대,2023.11,디 올 뉴 싼타페,하이브리드,"6,949"
현대,2023.11,디 올 뉴 그랜저,가솔린,"2,536"
현대,2023.11,디 올 뉴 그랜저,LPG,772
현대,2023.11,디 올 뉴 그랜저,하이브리드,"4,672"
현대,2023.11,포터2,디젤,"7,849"
현대,2023.11,더 뉴 아반떼,가솔린,"4,565"
현대,2023.11,더 뉴 아반떼,LPG,195
현대,2023.11,더 뉴 아반떼,하이브리드,953
현대,2023.11,캐스퍼,가솔린,"5,701"
현대,2023.11,쏘나타 디 엣지,가솔린,"2,740"
현대,2023.11,쏘나타 디 엣지,LPG,758
현대,2023.11,쏘나타 디 엣지,하이브리드,"1,076"
현대,2023.11,스타리아,디젤,"1,819"
현대,2023.11,스타리아,LPG,"1,523"
현대,2023.11,투싼,가솔린,"1,420"
현대,2023.11,투싼,디젤,407
현대,2023.11,투싼,하이브리드,"1,378"
현대,2023.11,팰리세이드,가솔린,"1,728"
현대,2023.11,팰리세이드,디젤,"1,429"
현대,2023.11,디 올 뉴 코나,가솔린,"1,323"
현대,2023.11,디 올 뉴 코나,하이브리드,"1,454"
현대,2023.11,아이오닉 5,전기,"1,669"
현대,2023.11,버스/트럭 (현대),,
현대,2023.11,포터2 일렉트릭,전기,"1,406"
현대,2023.11,베뉴,가솔린,776
현대,2023.11,마이티,,
현대,2023.11,아이오닉 6,전기,618
현대,2023.11,디 올 뉴 코나 일렉트릭,전기,432
현대,2023.11,쏘나타 뉴 라이즈,LPG,321
현대,2023.11,카운티,디젤,241
현대,2023.11,넥쏘,전기,232
현대,2023.11,싼타페,가솔린,66
현대,2023.11,싼타페,디젤,13
현대,2023.11,싼타페,하이브리드,44
현대,2023.11,쏠라티,디젤,119
현대,2023.11,더 뉴 아반떼 N,가솔린,115
현대,2023.11,아이오닉 5 N,전기,54
현대,2023.11,카운티 일렉트릭,전기,11
현대,2023.12,디 올 뉴 그랜저,가솔린,"2,907"
현대,2023.12,디 올 뉴 그랜저,LPG,703
현대,2023.12,디 올 뉴 그랜저,하이브리드,"4,800"
현대,2023.12,디 올 뉴 싼타페,가솔린,"2,011"
현대,2023.12,디 올 뉴 싼타페,하이브리드,"5,616"
현대,2023.12,포터2,디젤,"2,860"
현대,2023.12,포터2,LPG,"2,798"
현대,2023.12,더 뉴 아반떼,가솔린,"3,959"
현대,2023.12,더 뉴 아반떼,LPG,237
현대,2023.12,더 뉴 아반떼,하이브리드,794
현대,2023.12,쏘나타 디 엣지,가솔린,"2,910"
현대,2023.12,쏘나타 디 엣지,LPG,702
현대,2023.12,쏘나타 디 엣지,하이브리드,"1,243"
현대,2023.12,캐스퍼,가솔린,"4,021"
현대,2023.12,더 뉴 투싼,가솔린,"1,774"
현대,2023.12,더 뉴 투싼,디젤,109
현대,2023.12,더 뉴 투싼,하이브리드,"1,705"
현대,2023.12,스타리아,디젤,"2,316"
현대,2023.12,스타리아,LPG,"1,220"
현대,2023.12,팰리세이드,가솔린,877
현대,2023.12,팰리세이드,디젤,"1,189"
현대,2023.12,디 올 뉴 코나,가솔린,"1,218"
현대,2023.12,디 올 뉴 코나,하이브리드,682
현대,2023.12,버스/트럭 (현대),,
현대,2023.12,아이오닉 5,전기,763
현대,2023.12,베뉴,가솔린,526
현대,2023.12,마이티,,
현대,2023.12,포터2 일렉트릭,전기,395
현대,2023.12,쏘나타 뉴 라이즈,LPG,310
현대,2023.12,카운티,디젤,257
현대,2023.12,디 올 뉴 코나 일렉트릭,전기,212
현대,2023.12,아이오닉 6,전기,183
현대,2023.12,더 뉴 아반떼 N,가솔린,152
현대,2023.12,쏠라티,디젤,121
현대,2023.12,넥쏘,전기,79
현대,2023.12,싼타페,가솔린,53
현대,2023.12,싼타페,디젤,1
현대,2023.12,싼타페,하이브리드,1
현대,2023.12,아이오닉 5 N,전기,28
현대,2023.12,카운티 일렉트릭,전기,9
현대,2024.01,디 올 뉴 싼타페,가솔린,"2,986"
현대,2024.01,디 올 뉴 싼타페,하이브리드,"5,028"
현대,2024.01,더 뉴 투싼,가솔린,"2,391"
현대,2024.01,더 뉴 투싼,디젤,266
현대,2024.01,더 뉴 투싼,하이브리드,"2,495"
현대,2024.01,포터2,디젤,155
현대,2024.01,포터2,LPG,"4,768"
현대,2024.01,더 뉴 아반떼,가솔린,"3,759"
현대,2024.01,더 뉴 아반떼,LPG,235
현대,2024.01,더 뉴 아반떼,하이브리드,398
현대,2024.01,디 올 뉴 그랜저,가솔린,"1,011"
현대,2024.01,디 올 뉴 그랜저,LPG,447
현대,2024.01,디 올 뉴 그랜저,하이브리드,"2,177"
현대,2024.01,캐스퍼,가솔린,"3,006"
현대,2024.01,스타리아,디젤,"2,081"
현대,2024.01,스타리아,LPG,915
현대,2024.01,디 올 뉴 코나,가솔린,"1,289"
현대,2024.01,디 올 뉴 코나,하이브리드,683
현대,2024.01,팰리세이드,가솔린,773
현대,2024.01,팰리세이드,디젤,968
현대,2024.01,버스/트럭 (현대),,
현대,2024.01,쏘나타 디 엣지,가솔린,306
현대,2024.01,쏘나타 디 엣지,LPG,73
현대,2024.01,쏘나타 디 엣지,하이브리드,117
현대,2024.01,마이티,,
현대,2024.01,베뉴,가솔린,323
현대,2024.01,쏘나타 뉴 라이즈,LPG,310
현대,2024.01,쏠라티,디젤,106
현대,2024.01,카운티,디젤,47
현대,2024.01,더 뉴 아반떼 N,가솔린,46
현대,2024.01,아이오닉 5,전기,34
현대,2024.01,아이오닉 5 N,전기,5
현대,2024.01,카운티 일렉트릭,전기,5
현대,2024.01,아이오닉 6,전기,4
현대,2024.01,포터2 일렉트릭,전기,4
현대,2024.01,디 올 뉴 코나 일렉트릭,전기,4
현대,2024.01,싼타페,가솔린,2
현대,2024.01,넥쏘,전기,2
현대,2024.02,디 올 뉴 싼타페,가솔린,"2,441"
현대,2024.02,디 올 뉴 싼타페,하이브리드,"4,972"
현대,2024.02,포터2,디젤,12
현대,2024.02,포터2,LPG,"6,081"
현대,2024.02,디 올 뉴 그랜저,가솔린,"1,709"
현대,2024.02,디 올 뉴 그랜저,LPG,251
현대,2024.02,디 올 뉴 그랜저,하이브리드,"2,003"
현대,2024.02,캐스퍼,가솔린,"3,118"
현대,2024.02,더 뉴 투싼,가솔린,"1,270"
현대,2024.02,더 뉴 투싼,디젤,194
현대,2024.02,더 뉴 투싼,하이브리드,"1,606"
현대,2024.02,스타리아,디젤,"1,945"
현대,2024.02,스타리아,LPG,933
현대,2024.02,팰리세이드,가솔린,"1,402"
현대,2024.02,팰리세이드,디젤,963
현대,2024.02,더 뉴 아반떼,가솔린,"1,733"
현대,2024.02,더 뉴 아반떼,LPG,95
현대,2024.02,더 뉴 아반떼,하이브리드,402
현대,2024.02,쏘나타 디 엣지,가솔린,"1,098"
현대,2024.02,쏘나타 디 엣지,LPG,89
현대,2024.02,쏘나타 디 엣지,하이브리드,210
현대,2024.02,디 올 뉴 코나,가솔린,994
현대,2024.02,디 올 뉴 코나,하이브리드,403
현대,2024.02,버스/트럭 (현대),,
현대,2024.02,마이티,,
현대,2024.02,넥쏘,전기,331
현대,2024.02,베뉴,가솔린,323
현대,2024.02,포터2 일렉트릭,전기,262
현대,2024.02,아이오닉 5,전기,221
현대,2024.02,카운티,디젤,116
현대,2024.02,아이오닉 6,전기,98
현대,2024.02,쏠라티,디젤,87
현대,2024.02,더 뉴 아반떼 N,가솔린,62
현대,2024.02,디 올 뉴 코나 일렉트릭,전기,58
현대,2024.02,쏘나타 뉴 라이즈,LPG,26
현대,2024.02,카운티 일렉트릭,전기,7
현대,2024.02,아이오닉 5 N,전기,3
현대,2024.03,디 올 뉴 싼타페,가솔린,"1,903"
현대,2024.03,디 올 뉴 싼타페,하이브리드,"5,981"
현대,2024.03,디 올 뉴 그랜저,가솔린,"2,478"
현대,2024.03,디 올 뉴 그랜저,LPG,652
현대,2024.03,디 올 뉴 그랜저,하이브리드,"2,970"
현대,2024.03,포터2,디젤,6
현대,2024.03,포터2,LPG,"5,251"
현대,2024.03,더 뉴 아반떼,가솔린,"3,549"
현대,2024.03,더 뉴 아반떼,LPG,102
현대,2024.03,더 뉴 아반떼,하이브리드,462
현대,2024.03,쏘나타 디 엣지,가솔린,"2,558"
현대,2024.03,쏘나타 디 엣지,LPG,740
현대,2024.03,쏘나타 디 엣지,하이브리드,776
현대,2024.03,더 뉴 투싼,가솔린,"1,369"
현대,2024.03,더 뉴 투싼,디젤,222
현대,2024.03,더 뉴 투싼,하이브리드,"1,933"
현대,2024.03,캐스퍼,가솔린,"3,442"
현대,2024.03,스타리아,디젤,"1,780"
현대,2024.03,스타리아,LPG,808
현대,2024.03,스타리아,하이브리드,535
현대,2024.03,포터2 일렉트릭,전기,"2,775"
현대,2024.03,디 올 뉴 코나,가솔린,"1,943"
현대,2024.03,디 올 뉴 코나,하이브리드,452
현대,2024.03,팰리세이드,가솔린,"1,156"
현대,2024.03,팰리세이드,디젤,818
현대,2024.03,아이오닉 5,전기,"1,810"
현대,2024.03,버스/트럭 (현대),,
현대,2024.03,아이오닉 6,전기,936
현대,2024.03,마이티,,
현대,2024.03,디 올 뉴 코나 일렉트릭,전기,352
현대,2024.03,베뉴,가솔린,283
현대,2024.03,넥쏘,전기,268
현대,2024.03,쏠라티,디젤,161
현대,2024.03,카운티,디젤,154
현대,2024.03,더 뉴 아반떼 N,가솔린,75
현대,2024.03,아이오닉 5 N,전기,47
현대,2024.03,카운티 일렉트릭,전기,9
현대,2024.03,쏘나타 뉴 라이즈,LPG,4
현대,2024.04,디 올 뉴 그랜저,가솔린,"2,834"
현대,2024.04,디 올 뉴 그랜저,LPG,751
